Interview number,SECTOR,REGION,DISTRICT,PARISH,Language,Role in Business,What is your role in the business?,Age of owner,Gender of owner,Nationality of owner,Primary Activity,Secondary Activity,How long has the business been operating?,Legal status,What is the current legal status of the business? SINGLE ANSWER,Where business operates from,Where does the business mainly operate from? SINGLE ANSWER,Keeping all physical receipts in an organized manner,Book keeping for revenues (but not necessarily expenditures),Do full financials (Revenue and expense excluding tax accounting),4 Do full financials (Revenue and expense including tax accounting),Firms total sales
,,,,,,,,,,,,,,,,,,,,,,
1905,RECREATION & PERSONAL,KAMPALA,KAMPALA,OLD KAMPALA,English,Other (please state),Account,50+,Male,Ugandan,"Motion picture, video and television programme production, sound recording and m",,19,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,676256282
1906,OTHER MANUFACTURING,CENTRAL,MUKONO,KASENGE,English,Other (please state),Secretary,25-34,Male,Ugandan,Manufacture of paper and paper products,,14,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,1,15000000
1907,OTHER MANUFACTURING,KAMPALA,KAMPALA,MBUYA I,English,Owner,,25-34,Female,Ugandan,Manufacture of wearing apparel,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,0
1908,INFORMATION & COMMUNICATION,KAMPALA,KAMPALA,NAKASERO IV,English,Owner,,25-34,Male,Ugandan,Telecommunications,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,10000000
1909,REAL ESTATE,KAMPALA,KAMPALA,NAKIVUBO,English,Owner,,35-50,Male,Ugandan,Real estate activities,,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,500000
1911,TRADING,KAMPALA,KAMPALA,BUKOTO I,English,Owner,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,800000
1912,RECREATION & PERSONAL,CENTRAL,WAKISO,BWEYOGERERE,English,Manager,,35-50,Female,Ugandan,"Financial service activities, except insurance and pension funding",,12,Partnership,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,12000000
,,,,,,,,,,,,,,,,,,,,,,
1914,OTHER MANUFACTURING,CENTRAL,MUKONO,NSUUBE - KAUGA,Luganda,Owner,,25-34,Female,Ugandan,Construction of buildings,,6,Single owner/sole proprietorship,,Home,,No,No,0,0,150000
1915,FINANCIAL,CENTRAL,MUKONO,NSUUBE - KAUGA,English,Manager,,50+,Female,Ugandan,"Insurance, reinsurance and pension funding, except compulsory social security",,4,Other (please specify),Its an agency of nic,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,1,5750000
,,,,,,,,,,,,,,,,,,,,,,
1918,FISHING,CENTRAL,MPIGI,MUSALE (BULUNDA),Luganda,Owner,,35-50,Male,Ugandan,Food and beverage service activities,,26,Single owner/sole proprietorship,,Other (please specify),Lake,No,No,0,0,300000
1919,FOOD PROCESSING,CENTRAL,MUKONO,GGULU WARD,Luganda,Other (please state),Cashier,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,1800000
1920,ACCOMODATION,KAMPALA,KAMPALA,WANDEGEYA,English,Manager,,25-34,Male,Ugandan,Food and beverage service activities,,17,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,1000000
1921,FINANCIAL,KAMPALA,KAMPALA,CIVIC CENTRE,English,Manager,,35-50,Male,Ugandan,"Insurance, reinsurance and pension funding, except compulsory social security",,24,Other (please specify),Shareholding company.,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,80000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1927,AGRICULTURE,CENTRAL,MUBENDE,KIGANDO,English,Owner,,35-50,Female,Ugandan,"Crop and animal production, hunting and related service activities",,11,Single owner/sole proprietorship,,Farm,,Yes,Yes,1,1,840000
1928,FINANCIAL,CENTRAL,MUBENDE,KASANA,English,Manager,,35-50,Female,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,18,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,8000000
,,,,,,,,,,,,,,,,,,,,,,
1930,UTILITIES,CENTRAL,MUBENDE,KASAMBYA,English,Manager,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,10,Publicly listed company (PLC),,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,5100000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1933,EDUCATION & HEALTH,CENTRAL,MUBENDE,KAYUNGA,English,Owner,,35-50,Male,Ugandan,Education,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,950000
1934,EDUCATION & HEALTH,CENTRAL,MUBENDE,KASAMBYA,English,Manager,,35-50,Female,Ugandan,Education,,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,8650000
1935,AGRICULTURE,CENTRAL,MUBENDE,KASAMBYA,English,Manager,,25-34,Female,Ugandan,"Crop and animal production, hunting and related service activities",,10,Single owner/sole proprietorship,,Farm,,No,No,0,0,780000
1936,AGRICULTURE,CENTRAL,MUBENDE,KASAMBYA,English,Owner,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,32500000
1938,TRADING,CENTRAL,MUBENDE,KASANA,English,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,2300000
,,,,,,,,,,,,,,,,,,,,,,
1940,TRADING,KAMPALA,KAMPALA,KIBUYE II,English,Owner,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,400000
1941,REAL ESTATE,CENTRAL,WAKISO,KIRINYA,English,Other (please state),DIRECTOR,35-50,Male,Ugandan,Human health activities,,6,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,1800000
1942,TRADING,CENTRAL,WAKISO,CENTRAL,English,Owner,,35-50,Male,Ugandan,Telecommunications,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,500000
1943,FOOD PROCESSING,CENTRAL,MASAKA,BUKIBONGA,Luganda,Owner,,18-24,Male,Ugandan,Food and beverage service activities,,4,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,500000
,,,,,,,,,,,,,,,,,,,,,,
1945,FINANCIAL,CENTRAL,RAKAI,MUTUKULA TOWN B,English,Other (please state),Assistant sales etxcutive,18-24,Female,Ugandan,"Insurance, reinsurance and pension funding, except compulsory social security",,2,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,2500000
,,,,,,,,,,,,,,,,,,,,,,
1947,EDUCATION & HEALTH,EASTERN,MBALE,NORTH CENTRAL,English,Other (please state),lecturer facilitation,50+,Male,Ugandan,Education,,39,Other (please specify),under  government  supervision,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,260000000
1948,FOOD PROCESSING,KAMPALA,KAMPALA,NTINDA,English,Owner,,35-50,Male,Ugandan,Food and beverage service activities,,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,1,0,1000000
1949,TRADING,NORTHERN,PADER,LAGWEI,English,Owner,,35-50,Male,Ugandan,Education,,7,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,1000000
,,,,,,,,,,,,,,,,,,,,,,
1951,FOOD PROCESSING,EASTERN,MBALE,MASABA WARD,Other (specify),Owner,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,900000
,,,,,,,,,,,,,,,,,,,,,,
1953,UTILITIES,NORTHERN,PADER,LAGWEI,English,Other (please state),Accountant,35-50,Male,Ugandan,Architectural and engineering activities; technical testing and analysis,,6,Co-operative,,"Formal business premises (e.g. office, business complex,",,No,No,0,1,30000000
1954,FINANCIAL,WESTERN,KASESE,TOWN CENTRE,English,Manager,,25-34,Female,Ugandan,"Insurance, reinsurance and pension funding, except compulsory social security",,5,Publicly listed company (PLC),,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,3000000
1955,FINANCIAL,WESTERN,KASESE,BWERA WARD,English,Manager,,25-34,Male,Ugandan,"Financial service activities, except insurance and pension funding",,3,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,2000000
1956,FINANCIAL,WESTERN,KASESE,BWERA WARD,English,Owner,,25-34,Male,Ugandan,"Financial service activities, except insurance and pension funding",,15,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,3000000
,,,,,,,,,,,,,,,,,,,,,,
1958,RECREATION & PERSONAL,CENTRAL,MASAKA,KATWE,Luganda,Owner,,25-34,Female,Ugandan,"Creative, arts and entertainment activities",,3,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,500000
,,,,,,,,,,,,,,,,,,,,,,
1960,FOOD PROCESSING,WESTERN,HOIMA,CENTRAL WARD,English,Owner,,25-34,Male,Ugandan,Food and beverage service activities,,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,500000
1961,ACCOMODATION,CENTRAL,MPIGI,KAMENGO,Luganda,Owner,,35-50,Female,Ugandan,Food and beverage service activities,,15,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,1100000
1962,AGRICULTURE,CENTRAL,MPIGI,TIRIBOGO,English,Manager,,50+,Female,Ugandan,"Crop and animal production, hunting and related service activities",,7,Single owner/sole proprietorship,,Farm,,Yes,Yes,1,1,0
1964,CONSTRUCTION,EASTERN,SOROTI,CENTRAL WARD,English,Other (please state),operations officer,35-50,Male,Ugandan,Construction of buildings,,10,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,32000000
1965,EDUCATION & HEALTH,WESTERN,KASESE,BWERA WARD,English,Other (please state),Headteacher,35-50,Male,Ugandan,Education,,18,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,67000000
1966,TRADING,EASTERN,MBALE,MASABA WARD,English,Owner,,25-34,Female,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,11,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,600000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1971,FOOD PROCESSING,CENTRAL,WAKISO,NAKYESANJA,Luganda,Owner,,25-34,Male,Ugandan,Food and beverage service activities,,5,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,600000
1972,ACCOMODATION,CENTRAL,RAKAI,KALISIZO TR C,Luganda,Owner,,18-24,Female,Ugandan,Food and beverage service activities,,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,1000000
1973,REAL ESTATE,CENTRAL,MASAKA,NYENDO,Luganda,Owner,,25-34,Male,Ugandan,Rental and leasing activities,,7,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,15000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1977,TRANSPORT & STORAGE,CENTRAL,WAKISO,KIREKA,English,Owner,,35-50,Male,Ugandan,Other personal service activities,,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,4500000
,,,,,,,,,,,,,,,,,,,,,,
1980,ACCOMODATION,WESTERN,HOIMA,CENTRAL WARD,English,Owner,,25-34,Female,Ugandan,Food and beverage service activities,,3,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,200000
1981,ACCOMODATION,WESTERN,MASINDI,CIVIC CENTRE,English,Owner,,25-34,Female,Ugandan,Food and beverage service activities,,4,Single owner/sole proprietorship,,Home,,No,No,0,0,350000
1982,ACCOMODATION,KAMPALA,KAMPALA,NSAMBYA CENTRAL,English,Other (please state),Business performance manager,35-50,Male,Others specify,Accommodation,,14,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,5000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1985,MINING,CENTRAL,WAKISO,BUSABALA,English,Owner,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,600000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1992,TRADING,CENTRAL,WAKISO,NDEJJE,Luganda,Owner,,25-34,Male,Ugandan,Food and beverage service activities,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,1000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1999,ACCOMODATION,WESTERN,KIRYANDONGO,WARD C,English,Manager,,50+,Male,Ugandan,Food and beverage service activities,,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,1000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2002,ACCOMODATION,WESTERN,KIRYANDONGO,CENTRAL WARD,English,Owner,,35-50,Male,Ugandan,Food and beverage service activities,,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,300000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2005,MINING,CENTRAL,WAKISO,SSANGA,Luganda,Owner,,35-50,Female,Ugandan,Other mining and quarrying,,3,Single owner/sole proprietorship,,Other (please specify),At quarry,No,No,0,0,2000000
2006,REAL ESTATE,CENTRAL,MUKONO,GGULU WARD,Luganda,Manager,,35-50,Male,Ugandan,Rental and leasing activities,,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,350000
2007,TRADING,CENTRAL,MUKONO,NTAAWO WARD,Luganda,Owner,,35-50,Female,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,7,Other (please specify),We have not registered in any way,"Informal premises (e.g. informal market, street, vehicle,",,Yes,Yes,0,0,3200000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2010,ACCOMODATION,CENTRAL,MUKONO,SEETA,Luganda,Owner,,25-34,Male,Ugandan,Food and beverage service activities,,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,4240000
2011,ACCOMODATION,CENTRAL,MUKONO,KABIMBIRI,Luganda,Owner,,25-34,Female,Ugandan,Food and beverage service activities,,4,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,70000
,,,,,,,,,,,,,,,,,,,,,,
2013,OTHER MANUFACTURING,CENTRAL,WAKISO,MATUGGA,Luganda,Other (please state),Wife and attendant,35-50,Male,Ugandan,Manufacture of wearing apparel,,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,380000
2014,FOOD PROCESSING,CENTRAL,MUKONO,SEETA,Luganda,Manager,,35-50,Male,Ugandan,Food and beverage service activities,,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,650000
2015,ACCOMODATION,WESTERN,KIRYANDONGO,CENTRAL WARD,English,Manager,,35-50,Male,Ugandan,Food and beverage service activities,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,450000
,,,,,,,,,,,,,,,,,,,,,,
2017,FISHING,CENTRAL,KALANGALA,KAYUNGA,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,17,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,800000
2018,FISHING,CENTRAL,KALANGALA,BWENDERO,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,17,Single owner/sole proprietorship,,Home,,No,No,0,0,4000000
,,,,,,,,,,,,,,,,,,,,,,
2020,FISHING,CENTRAL,KALANGALA,MULABANA,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,15,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,800000
,,,,,,,,,,,,,,,,,,,,,,
2022,FISHING,CENTRAL,KALANGALA,KAGULUBE,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,10,Single owner/sole proprietorship,,Home,,No,No,0,0,2500000
9058,OTHER MANUFACTURING,NORTHERN,GULU,TECHO,English,Owner,,25-34,Male,Ugandan,Repair and installation of machinery and equipment,Education,4,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,1,3000000
9059,EDUCATION & HEALTH,NORTHERN,GULU,TECHO,English,Owner,,25-34,Male,Ugandan,Education,Construction of buildings,2,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,1,1000000
9067,FINANCIAL,WESTERN,MBARARA,BUJAGA,English,Manager,,25-34,Female,Ugandan,"Financial service activities, except insurance and pension funding",,12,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,10000000
9068,MINING,NORTHERN,GULU,TECHO,English,Owner,,25-34,Male,Ugandan,Repair and installation of machinery and equipment,,9,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,1,5000000
9069,EDUCATION & HEALTH,NORTHERN,GULU,TECHO,English,Owner,,25-34,Male,Ugandan,Human health activities,,2,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,2000000
